ID,Название задачи,Статус,ID проекта
5626,Task 5626,Завершена,841
5627,Task 5627,Не начата,6360
5628,Task 5628,Завершена,8399
5629,Task 5629,Завершена,4100
5630,Task 5630,В процессе,6360
5631,Task 5631,В процессе,5472
5632,Task 5632,Завершена,3995
5633,Task 5633,Завершена,3293
5634,Task 5634,В процессе,9822
5635,Task 5635,Завершена,4235
5636,Task 5636,В процессе,7624
5637,Task 5637,В процессе,8150
5638,Task 5638,Не начата,4563
5639,Task 5639,Не начата,9630
5640,Task 5640,Завершена,9562
5641,Task 5641,Завершена,8598
5642,Task 5642,Не начата,2340
5643,Task 5643,Завершена,167
5644,Task 5644,Не начата,3926
5645,Task 5645,В процессе,7752
5646,Task 5646,Не начата,4198
5647,Task 5647,Не начата,2722
5648,Task 5648,В процессе,2535
5649,Task 5649,В процессе,4222
5650,Task 5650,Завершена,7729
5651,Task 5651,В процессе,6364
5652,Task 5652,В процессе,9611
5653,Task 5653,Завершена,3236
5654,Task 5654,Не начата,2296
5655,Task 5655,Не начата,5715
5656,Task 5656,Завершена,4778
5657,Task 5657,Не начата,6766
5658,Task 5658,В процессе,1307
5659,Task 5659,Не начата,8360
5660,Task 5660,Не начата,1412
5661,Task 5661,В процессе,1300
5662,Task 5662,В процессе,2819
5663,Task 5663,В процессе,3251
5664,Task 5664,Завершена,1385
5665,Task 5665,Не начата,3066
5666,Task 5666,Завершена,8908
5667,Task 5667,Не начата,3307
5668,Task 5668,Не начата,4167
5669,Task 5669,Завершена,6680
5670,Task 5670,Завершена,4570
5671,Task 5671,Не начата,1489
5672,Task 5672,Завершена,3099
5673,Task 5673,Не начата,969
5674,Task 5674,Завершена,2657
5675,Task 5675,В процессе,8474
5676,Task 5676,В процессе,7531
5677,Task 5677,Завершена,4120
5678,Task 5678,В процессе,5117
5679,Task 5679,Не начата,5323
5680,Task 5680,В процессе,7050
5681,Task 5681,В процессе,1082
5682,Task 5682,Не начата,1681
5683,Task 5683,Завершена,9226
5684,Task 5684,Завершена,945
5685,Task 5685,В процессе,2932
5686,Task 5686,Завершена,9671
5687,Task 5687,В процессе,2099
5688,Task 5688,Не начата,1623
5689,Task 5689,Не начата,6708
5690,Task 5690,Не начата,2796
5691,Task 5691,Не начата,1860
5692,Task 5692,В процессе,8829
5693,Task 5693,Не начата,25
5694,Task 5694,Завершена,1512
5695,Task 5695,Не начата,458
5696,Task 5696,Завершена,8539
5697,Task 5697,В процессе,8504
5698,Task 5698,Завершена,9280
5699,Task 5699,В процессе,9238
5700,Task 5700,Завершена,2972
5701,Task 5701,Завершена,2547
5702,Task 5702,В процессе,974
5703,Task 5703,В процессе,1147
5704,Task 5704,Не начата,236
5705,Task 5705,Не начата,629
5706,Task 5706,Не начата,5251
5707,Task 5707,В процессе,6524
5708,Task 5708,Не начата,3004
5709,Task 5709,Завершена,6951
5710,Task 5710,В процессе,1994
5711,Task 5711,В процессе,6385
5712,Task 5712,Завершена,7994
5713,Task 5713,Завершена,7769
5714,Task 5714,В процессе,6923
5715,Task 5715,Не начата,5021
5716,Task 5716,Завершена,3230
5717,Task 5717,В процессе,6290
5718,Task 5718,В процессе,6215
5719,Task 5719,Завершена,3427
5720,Task 5720,В процессе,8967
5721,Task 5721,Не начата,7047
5722,Task 5722,Завершена,6153
5723,Task 5723,Не начата,1874
5724,Task 5724,Завершена,5561
5725,Task 5725,Завершена,9413
5726,Task 5726,В процессе,2517
5727,Task 5727,Завершена,2702
5728,Task 5728,Не начата,7723
5729,Task 5729,Завершена,1479
5730,Task 5730,В процессе,7134
5731,Task 5731,Завершена,3976
5732,Task 5732,Завершена,461
5733,Task 5733,В процессе,391
5734,Task 5734,В процессе,7284
5735,Task 5735,Не начата,9036
5736,Task 5736,Завершена,3104
5737,Task 5737,В процессе,2201
5738,Task 5738,Завершена,5571
5739,Task 5739,Не начата,8192
5740,Task 5740,В процессе,1520
5741,Task 5741,В процессе,2962
5742,Task 5742,Завершена,2594
5743,Task 5743,В процессе,5500
5744,Task 5744,Завершена,8574
5745,Task 5745,Завершена,3166
5746,Task 5746,Завершена,8882
5747,Task 5747,Завершена,5110
5748,Task 5748,Не начата,8731
5749,Task 5749,Завершена,8238
5750,Task 5750,В процессе,939
5751,Task 5751,Не начата,7374
5752,Task 5752,Не начата,8742
5753,Task 5753,Завершена,4461
5754,Task 5754,Не начата,4836
5755,Task 5755,Завершена,765
5756,Task 5756,Не начата,5128
5757,Task 5757,Завершена,6279
5758,Task 5758,В процессе,500
5759,Task 5759,Не начата,7366
5760,Task 5760,Завершена,7728
5761,Task 5761,Завершена,4408
5762,Task 5762,Завершена,3029
5763,Task 5763,Не начата,6612
5764,Task 5764,В процессе,799
5765,Task 5765,В процессе,8197
5766,Task 5766,Завершена,7451
5767,Task 5767,Не начата,3128
5768,Task 5768,В процессе,4369
5769,Task 5769,Не начата,1582
5770,Task 5770,Завершена,3857
5771,Task 5771,В процессе,283
5772,Task 5772,Не начата,5271
5773,Task 5773,В процессе,7964
5774,Task 5774,Завершена,2584
5775,Task 5775,В процессе,3474
5776,Task 5776,Не начата,6532
5777,Task 5777,Завершена,3121
5778,Task 5778,Не начата,7049
5779,Task 5779,Завершена,5956
5780,Task 5780,Не начата,108
5781,Task 5781,В процессе,6353
5782,Task 5782,Завершена,4747
5783,Task 5783,Завершена,7265
5784,Task 5784,В процессе,1565
5785,Task 5785,В процессе,6181
5786,Task 5786,Не начата,959
5787,Task 5787,Не начата,3418
5788,Task 5788,Завершена,896
5789,Task 5789,В процессе,5369
5790,Task 5790,Не начата,9358
5791,Task 5791,Не начата,5878
5792,Task 5792,В процессе,6787
5793,Task 5793,Завершена,9838
5794,Task 5794,В процессе,7653
5795,Task 5795,В процессе,5538
5796,Task 5796,В процессе,464
5797,Task 5797,В процессе,3716
5798,Task 5798,Не начата,149
5799,Task 5799,Завершена,1787
5800,Task 5800,Завершена,9305
5801,Task 5801,Не начата,8283
5802,Task 5802,Не начата,6325
5803,Task 5803,Завершена,2649
5804,Task 5804,Завершена,2059
5805,Task 5805,В процессе,8328
5806,Task 5806,В процессе,8926
5807,Task 5807,Не начата,4578
5808,Task 5808,Завершена,4390
5809,Task 5809,Завершена,3986
5810,Task 5810,Не начата,106
5811,Task 5811,Не начата,5998
5812,Task 5812,Не начата,8064
5813,Task 5813,В процессе,8306
5814,Task 5814,В процессе,5103
5815,Task 5815,Не начата,6266
5816,Task 5816,Завершена,6897
5817,Task 5817,Завершена,2657
5818,Task 5818,В процессе,7440
5819,Task 5819,В процессе,8708
5820,Task 5820,Не начата,2618
5821,Task 5821,Не начата,8016
5822,Task 5822,Завершена,7629
5823,Task 5823,Завершена,4751
5824,Task 5824,В процессе,3124
5825,Task 5825,Завершена,8845
5826,Task 5826,Не начата,5939
5827,Task 5827,В процессе,3093
5828,Task 5828,Не начата,6098
5829,Task 5829,Не начата,8458
5830,Task 5830,Не начата,3378
5831,Task 5831,Завершена,4735
5832,Task 5832,Завершена,1014
5833,Task 5833,Не начата,7973
5834,Task 5834,В процессе,9019
5835,Task 5835,Завершена,4614
5836,Task 5836,В процессе,1183
5837,Task 5837,Не начата,1572
5838,Task 5838,Завершена,2637
5839,Task 5839,В процессе,2063
5840,Task 5840,В процессе,2277
5841,Task 5841,В процессе,7065
5842,Task 5842,В процессе,5465
5843,Task 5843,Не начата,588
5844,Task 5844,В процессе,1855
5845,Task 5845,Не начата,4733
5846,Task 5846,Не начата,5903
5847,Task 5847,Не начата,3521
5848,Task 5848,Не начата,3644
5849,Task 5849,Не начата,5731
5850,Task 5850,Завершена,9626
5851,Task 5851,Не начата,764
5852,Task 5852,Не начата,160
5853,Task 5853,В процессе,8661
5854,Task 5854,Завершена,700
5855,Task 5855,Завершена,1643
5856,Task 5856,В процессе,6139
5857,Task 5857,Не начата,9112
5858,Task 5858,В процессе,4992
5859,Task 5859,Завершена,4874
5860,Task 5860,Не начата,6578
5861,Task 5861,Не начата,9314
5862,Task 5862,Не начата,2809
5863,Task 5863,В процессе,3888
5864,Task 5864,Не начата,10000
5865,Task 5865,Не начата,944
5866,Task 5866,Не начата,3760
5867,Task 5867,В процессе,1772
5868,Task 5868,Не начата,318
5869,Task 5869,В процессе,5608
5870,Task 5870,Не начата,6799
5871,Task 5871,Не начата,6590
5872,Task 5872,В процессе,4666
5873,Task 5873,Завершена,1406
5874,Task 5874,Завершена,4973
5875,Task 5875,Завершена,7229
5876,Task 5876,Не начата,2897
5877,Task 5877,Завершена,2899
5878,Task 5878,Завершена,5022
5879,Task 5879,Не начата,3551
5880,Task 5880,Не начата,1682
5881,Task 5881,Завершена,585
5882,Task 5882,Не начата,7787
5883,Task 5883,Завершена,6562
5884,Task 5884,Завершена,3827
5885,Task 5885,Завершена,9452
5886,Task 5886,В процессе,7937
5887,Task 5887,Не начата,2354
5888,Task 5888,Не начата,6065
5889,Task 5889,В процессе,8768
5890,Task 5890,Не начата,6437
5891,Task 5891,Не начата,603
5892,Task 5892,Завершена,5695
5893,Task 5893,Не начата,5009
5894,Task 5894,В процессе,2633
5895,Task 5895,Не начата,1056
5896,Task 5896,Завершена,4577
5897,Task 5897,В процессе,8761
5898,Task 5898,Не начата,5124
5899,Task 5899,Не начата,9098
5900,Task 5900,В процессе,7394
5901,Task 5901,Завершена,9645
5902,Task 5902,Завершена,2843
5903,Task 5903,В процессе,2498
5904,Task 5904,Не начата,4969
5905,Task 5905,Не начата,3636
5906,Task 5906,Не начата,1607
5907,Task 5907,В процессе,638
5908,Task 5908,Завершена,9249
5909,Task 5909,В процессе,257
5910,Task 5910,Не начата,4887
5911,Task 5911,Не начата,6070
5912,Task 5912,В процессе,4632
5913,Task 5913,Завершена,5420
5914,Task 5914,В процессе,1222
5915,Task 5915,В процессе,3923
5916,Task 5916,В процессе,4526
5917,Task 5917,Не начата,1661
5918,Task 5918,В процессе,3121
5919,Task 5919,Завершена,1257
5920,Task 5920,Не начата,5614
5921,Task 5921,Завершена,3845
5922,Task 5922,В процессе,4265
5923,Task 5923,В процессе,4074
5924,Task 5924,В процессе,8422
5925,Task 5925,Завершена,4183
5926,Task 5926,Не начата,3264
5927,Task 5927,В процессе,1856
5928,Task 5928,Не начата,1151
5929,Task 5929,Завершена,2515
5930,Task 5930,Не начата,3790
5931,Task 5931,Завершена,8769
5932,Task 5932,Не начата,132
5933,Task 5933,Не начата,9801
5934,Task 5934,Не начата,2647
5935,Task 5935,В процессе,8213
5936,Task 5936,В процессе,3944
5937,Task 5937,В процессе,1005
5938,Task 5938,Не начата,8489
5939,Task 5939,Не начата,1438
5940,Task 5940,Завершена,9853
5941,Task 5941,В процессе,9431
5942,Task 5942,Не начата,1730
5943,Task 5943,Завершена,2448
5944,Task 5944,Завершена,1201
5945,Task 5945,Не начата,2926
5946,Task 5946,Не начата,2772
5947,Task 5947,В процессе,8671
5948,Task 5948,Завершена,3890
5949,Task 5949,Не начата,7509
5950,Task 5950,Завершена,3587
5951,Task 5951,Завершена,1441
5952,Task 5952,Не начата,7603
5953,Task 5953,Завершена,4213
5954,Task 5954,Завершена,8435
5955,Task 5955,Завершена,4841
